,Sales_id,Category,Brand,MRP,Selling price,Discount in %
26879,21,Watches,titan,9995.0,4997.0,50.0
26881,23,Watches,titan,2638.2167045910855,9295.0,44.84758845312988
26882,24,Watches,fossil,9495.0,7596.0,20.0
26883,25,Watches,giordano,11590.0,4636.0,60.0
26884,0,Watches,giordano,8390.0,2517.0,70.0
26885,1,Watches,swiss eagle,13990.0,4197.0,70.0
26886,2,Watches,fossil,2638.2167045910855,6995.0,44.84758845312988
26887,3,Watches,timex,5795.0,4636.0,20.0
26888,4,Watches,casio,4995.0,4495.0,10.0
26889,5,Watches,timex,4745.0,2847.0,40.0
26890,6,Watches,titan,2638.2167045910855,3165.0,44.84758845312988
26891,7,Watches,fossil,2638.2167045910855,10995.0,44.84758845312988
26892,8,Watches,timex,7795.0,3897.0,50.0
26893,9,Watches,fossil,2638.2167045910855,16995.0,44.84758845312988
26894,10,Watches,titan,2638.2167045910855,7295.0,44.84758845312988
26895,11,Watches,fastrack,2638.2167045910855,2795.0,44.84758845312988
26896,12,Watches,kenneth cole,2638.2167045910855,11695.0,44.84758845312988
26897,13,Watches,giordano,3995.0,1997.0,50.0
26898,14,Watches,fastrack,2638.2167045910855,2750.0,44.84758845312988
26899,15,Watches,giordano,11990.0,4796.0,60.0
26900,16,Watches,tommy hilfiger,2638.2167045910855,11495.0,44.84758845312988
26901,17,Watches,anne klein,7499.0,4499.0,40.0
26902,18,Watches,fastrack,2638.2167045910855,1295.0,44.84758845312988
26903,19,Watches,titan,2638.2167045910855,10640.0,44.84758845312988
26904,20,Watches,casio,11995.0,8396.0,30.0
26905,21,Watches,guess,11500.0,8050.0,30.0
26907,23,Watches,casio,5495.0,4945.0,10.0
26908,24,Watches,giordano,7850.0,3925.0,50.0
26909,25,Watches,fastrack,2638.2167045910855,2450.0,44.84758845312988
26910,0,Watches,casio,11995.0,9596.0,20.0
26911,1,Watches,swiss eagle,15995.0,4798.0,70.0
26912,2,Watches,tommy hilfiger,2638.2167045910855,10995.0,44.84758845312988
26913,3,Watches,steve madden,4990.0,2994.0,40.0
26914,4,Watches,daniel wellington,16199.0,8099.0,50.0
26915,5,Watches,tissot,2638.2167045910855,20500.0,44.84758845312988
26916,6,Watches,michael kors,18495.0,12946.0,30.0
26917,7,Watches,fossil,7995.0,6396.0,20.0
26918,8,Watches,giordano,8950.0,2685.0,70.0
26919,9,Watches,fossil,16495.0,11546.0,30.0
26920,10,Watches,titan,2638.2167045910855,14140.0,44.84758845312988
26921,11,Watches,fastrack,2638.2167045910855,2495.0,44.84758845312988
26922,12,Watches,giordano,7100.0,3550.0,50.0
26923,13,Watches,emporio armani,29995.0,20996.0,30.0
26924,14,Watches,fastrack,2638.2167045910855,2150.0,44.84758845312988
26925,15,Watches,fossil,9495.0,6646.0,30.0
26926,16,Watches,just cavalli,18500.0,16650.0,10.0
26927,17,Watches,emporio armani,2638.2167045910855,25995.0,44.84758845312988
26928,18,Watches,helix,1845.0,1107.0,40.0
26929,19,Watches,titan,8295.0,4147.0,50.0
26930,20,Watches,fastrack,2638.2167045910855,1895.0,44.84758845312988
26931,21,Watches,giordano,14490.0,5796.0,60.0
26933,23,Watches,timex,5995.0,4796.0,20.0
26934,24,Watches,casio,2695.0,2156.0,20.0
26935,25,Watches,titan,11995.0,5997.0,50.0
26936,0,Watches,casio,2495.0,2245.0,10.0
26937,1,Watches,giordano,8790.0,2637.0,70.0
26938,2,Watches,daniel wellington,16199.0,8099.0,50.0
26939,3,Watches,giordano,14490.0,5796.0,60.0
26940,4,Watches,giordano,8990.0,2697.0,70.0
26941,5,Watches,kenneth cole,2638.2167045910855,11695.0,44.84758845312988
26942,6,Watches,fastrack,2638.2167045910855,1995.0,44.84758845312988
26943,7,Watches,casio,9295.0,8365.0,10.0
26944,8,Watches,michael kors,16995.0,11896.0,30.0
26945,9,Watches,emporio armani,2638.2167045910855,15995.0,44.84758845312988
26946,10,Watches,michael kors,2638.2167045910855,29995.0,44.84758845312988
26947,11,Watches,anne klein,9750.0,5850.0,40.0
26948,12,Watches,casio,5495.0,4945.0,10.0
26949,13,Watches,fossil,16995.0,13596.0,20.0
26950,14,Watches,titan,2638.2167045910855,4460.0,44.84758845312988
26951,15,Watches,michael kors,2638.2167045910855,18495.0,44.84758845312988
26952,16,Watches,timex,7295.0,4377.0,40.0
26953,17,Watches,anne klein,10999.0,7699.0,30.0
26954,18,Watches,casio,8495.0,6796.0,20.0
26955,19,Watches,casio,3995.0,3196.0,20.0
26956,20,Watches,amazfit,2638.2167045910855,13999.0,44.84758845312988
26957,21,Watches,ted baker,14995.0,8997.0,40.0
26959,23,Watches,titan,2638.2167045910855,16140.0,44.84758845312988
26960,24,Watches,armani exchange,8995.0,6296.0,30.0
26961,25,Watches,titan,7495.0,3747.0,50.0
26962,0,Watches,giordano,9590.0,3836.0,60.0
26963,1,Watches,timex,2638.2167045910855,4395.0,44.84758845312988
